{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.2694480175782399e+01, 'y':0.0000000000000000e+00, 'z':0.0000000000000000e+00, 'p1':-2.8551579309220456e-04, 'p2':2.2510739735550561e-01, 'p3':-1.0641423116780697e-04, 'S1x':4.4444444444444444e-03, 'S1y':-8.8888888888888906e-03, 'S1z':-1.3333333333333334e-02, 'S2x':4.4444444444444444e-03, 'S2y':-5.5555555555555558e-03, 'S2z':6.6666666666666671e-03,'Hreal':9.9528727008298645e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.1580927680351956e-01, 'y':1.2992897077630943e+01, 'z':3.2086142603705053e-01, 'p1':-3.1469397052074993e-01, 'p2':-9.3705728448274760e-03, 'p3':5.1224286816248946e-03, 'S1x':-8.6622756533094852e-04, 'S1y':1.0351847454401384e-02, 'S1z':-1.2985842826270933e-02, 'S2x':-6.9630725845755397e-03, 'S2y':9.2581905679661259e-04, 'S2z':6.7616719503040303e-03,'Hreal':9.9209775564753999e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.0119618017726619e+00, 'y':1.2953449346164522e+01, 'z':3.3125107982974927e-01, 'p1':-3.1379996856167514e-01, 'p2':-2.6236013407780378e-02, 'p3':4.7101945573987652e-03, 'S1x':-8.9423673405415857e-04, 'S1y':1.0350073897346115e-02, 'S1z':-1.2985357939066834e-02, 'S2x':-6.9681764044961080e-03, 'S2y':8.9079286406274893e-04, 'S2z':6.7611192843104739e-03,'Hreal':9.9209583045055116e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.7484543484769586e+00, 'y':1.2870656757681322e+01, 'z':3.4130335739385248e-01, 'p1':-3.1185844715591948e-01, 'p2':-4.4089912570078785e-02, 'p3':4.2582282969756743e-03, 'S1x':-9.2403459408443031e-04, 'S1y':1.0348091063134453e-02, 'S1z':-1.2984851991484112e-02, 'S2x':-6.9733982328616393e-03, 'S2y':8.5352873257126037e-04, 'S2z':6.7605424409660870e-03,'Hreal':9.9209378157126549e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.5270585798258240e+00, 'y':1.2736305405583888e+01, 'z':3.5086220837731907e-01, 'p1':-3.0866930389316433e-01, 'p2':-6.2977290512198178e-02, 'p3':3.7622478673106185e-03, 'S1x':-9.5583023397327192e-04, 'S1y':1.0345864529700507e-02, 'S1z':-1.2984324607758191e-02, 'S2x':-6.9787363418346328e-03, 'S2y':8.1376550150409643e-04, 'S2z':6.7599373582312040e-03,'Hreal':9.9209159434980043e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.3389442060541104e+00, 'y':1.2543285970676711e+01, 'z':3.5962578160599357e-01, 'p1':-3.0405788979181059e-01, 'p2':-8.2686067348006334e-02, 'p3':3.2244036492996824e-03, 'S1x':-9.8944223233105749e-04, 'S1y':1.0343384759673205e-02, 'S1z':-1.2983782407486429e-02, 'S2x':-6.9841201957528583e-03, 'S2y':7.7173000526737398e-04, 'S2z':6.7593066358701643e-03,'Hreal':9.9208928090722026e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-4.1747594162596018e+00, 'y':1.2285450956967257e+01, 'z':3.6730649228541784e-01, 'p1':-2.9787247577239423e-01, 'p2':-1.0299112268866056e-01, 'p3':2.6474744920545949e-03, 'S1x':-1.0247013372996329e-03, 'S1y':1.0340642529660517e-02, 'S1z':-1.2983231842103480e-02, 'S2x':-6.9894855834372101e-03, 'S2y':7.2763322882702980e-04, 'S2z':6.7586514535575249e-03,'Hreal':9.9208685246824602e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.0256079928850763e+00, 'y':1.1957359503499946e+01, 'z':3.7364084117183710e-01, 'p1':-2.8997817666670478e-01, 'p2':-1.2367798149955986e-01, 'p3':2.0342120977741881e-03, 'S1x':-1.0614895610945745e-03, 'S1y':1.0337625914163321e-02, 'S1z':-1.2982678467603733e-02, 'S2x':-6.9947802641044578e-03, 'S2y':6.8162112099906774e-04, 'S2z':6.7579708501675634e-03,'Hreal':9.9208431666396535e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.8828743254649787e+00, 'y':1.1554116650704886e+01, 'z':3.7838272799551975e-01, 'p1':-2.8025305301907871e-01, 'p2':-1.4453857688592672e-01, 'p3':1.3873778133615855e-03, 'S1x':-1.0997342285409188e-03, 'S1y':1.0334320159448879e-02, 'S1z':-1.2982126994111252e-02, 'S2x':-6.9999614948438559e-03, 'S2y':6.3378174755417951e-04, 'S2z':6.7572618770135812e-03,'Hreal':9.9208167793209634e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-6.7378090205599550e+00, 'y':1.1071365102607281e+01, 'z':3.8129636130372685e-01, 'p1':-2.6858788969502118e-01, 'p2':-1.6536117112211590e-01, 'p3':7.0997456722431704e-04, 'S1x':-1.1393924435681053e-03, 'S1y':1.0330708467610359e-02, 'S1z':-1.2981581461416704e-02, 'S2x':-7.0049924235212509e-03, 'S2y':5.8416443421581074e-04, 'S2z':6.7565199154244644e-03,'Hreal':9.9207893857661233e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.5815170364783446e+00, 'y':1.0505147628354985e+01, 'z':3.8215275723655506e-01, 'p1':-2.5488286095962986e-01, 'p2':-1.8593004899515506e-01, 'p3':5.1976505977893717e-06, 'S1x':-1.1804542312554482e-03, 'S1y':1.0326771283652055e-02, 'S1z':-1.2981045123010088e-02, 'S2x':-7.0098412213818653e-03, 'S2y':5.3277554995053908e-04, 'S2z':6.7557386399749132e-03,'Hreal':9.9207609853939360e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-8.4048670383600950e+00, 'y':9.8517565345126918e+00, 'z':3.8072467772018725e-01, 'p1':-2.3904385994128408e-01, 'p2':-2.0602329361856259e-01, 'p3':-7.2357670410924115e-04, 'S1x':-1.2229451508388677e-03, 'S1y':1.0322485479198137e-02, 'S1z':-1.2980520348287568e-02, 'S2x':-7.0144798402837424e-03, 'S2y':4.7957493065060386e-04, 'S2z':6.7549099744801068e-03,'Hreal':9.9207315520722805e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.1982460035978129e+00, 'y':9.1076621751812024e+00, 'z':3.7678084446617044e-01, 'p1':-2.2098072370729213e-01, 'p2':-2.2540677638611462e-01, 'p3':-1.4726856911210446e-03, 'S1x':-1.2669246047477759e-03, 'S1y':1.0317823862897873e-02, 'S1z':-1.2980008574826301e-02, 'S2x':-7.0188820610584740e-03, 'S2y':4.2447765051429720e-04, 'S2z':6.7540241074683163e-03,'Hreal':9.9207010350928082e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.9265433720508476e+00, 'y':8.2994605733913698e+00, 'z':3.7035538488989450e-01, 'p1':-2.0133559504558218e-01, 'p2':-2.4322179774461242e-01, 'p3':-2.2118891282491161e-03, 'S1x':-1.3109143286492162e-03, 'S1y':1.0312933392369222e-02, 'S1z':-1.2979526890064319e-02, 'S2x':-7.0228858894560188e-03, 'S2y':3.6932484343896762e-04, 'S2z':6.7531030830802379e-03,'Hreal':9.9206704526618550e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.0584543546685957e+01, 'y':7.4327931666515603e+00, 'z':3.6149163737390233e-01, 'p1':-1.8024342904226512e-01, 'p2':-2.5933849357108202e-01, 'p3':-2.9362717108960146e-03, 'S1x':-1.3549080457327587e-03, 'S1y':1.0307817384210473e-02, 'S1z':-1.2979072955481927e-02, 'S2x':-7.0264961185063464e-03, 'S2y':3.1411469133681402e-04, 'S2z':6.7521413317719230e-03,'Hreal':9.9206398045347011e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1167515884141205e+01, 'y':6.5137283820209770e+00, 'z':3.5024922043669143e-01, 'p1':-1.5784993378834583e-01, 'p2':-2.7363852876304728e-01, 'p3':-3.6410047013499354e-03, 'S1x':-1.3989001661157527e-03, 'S1y':1.0302479978766590e-02, 'S1z':-1.2978643782562216e-02, 'S2x':-7.0297166574026055e-03, 'S2y':2.5884440607194781e-04, 'S2z':6.7511340970917138e-03,'Hreal':9.9206090904689570e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1671249977033897e+01, 'y':5.5487202232652280e+00, 'z':3.3670367363496922e-01, 'p1':-1.3431059267920756e-01, 'p2':-2.8601599422850055e-01, 'p3':-4.3213785300696382e-03, 'S1x':-1.4428859142479606e-03, 'S1y':1.0296926019401416e-02, 'S1z':-1.2978235805057099e-02, 'S2x':-7.0325503825277250e-03, 'S2y':2.0351038069477741e-04, 'S2z':6.7500775513250743e-03,'Hreal':9.9205783102247602e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2038516560124148e+01, 'y':4.6866291095617436e+00, 'z':3.2327149409435962e-01, 'p1':-1.1326036295035248e-01, 'p2':-2.9505770305245943e-01, 'p3':-4.8839222463547827e-03, 'S1x':-1.4807320458618579e-03, 'S1y':1.0291977012586806e-02, 'S1z':-1.2977898581933229e-02, 'S2x':-7.0346807475378014e-03, 'S2y':1.5583557115905129e-04, 'S2z':6.7491266369574523e-03,'Hreal':9.9205517675656851e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2342388760929335e+01, 'y':3.8000465067593181e+00, 'z':3.0826754015312385e-01, 'p1':-9.1592192427710273e-02, 'p2':-3.0255582089266614e-01, 'p3':-5.4222470075349170e-03, 'S1x':-1.5185687256954374e-03, 'S1y':1.0286875312339490e-02, 'S1z':-1.2977571234861207e-02, 'S2x':-7.0365262805685714e-03, 'S2y':1.0810742581172458e-04, 'S2z':6.7481359643993587e-03,'Hreal':9.9205251755484680e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2581207380807681e+01, 'y':2.8936183572524681e+00, 'z':2.9176651127132658e-01, 'p1':-6.9418912883483064e-02, 'p2':-3.0846750112915411e-01, 'p3':-5.9336684041739205e-03, 'S1x':-1.5563946718998591e-03, 'S1y':1.0281624760769924e-02, 'S1z':-1.2977250776884781e-02, 'S2x':-7.0380866287094784e-03, 'S2y':6.0322806888730266e-05, 'S2z':6.7471050141804647e-03,'Hreal':9.9204985340214258e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2735984370240651e+01, 'y':2.0865647914079641e+00, 'z':2.7613683852836424e-01, 'p1':-4.9659945856100493e-02, 'p2':-3.1231693631218727e-01, 'p3':-6.3577853749342923e-03, 'S1x':-1.5895397296806287e-03, 'S1y':1.0276903321824578e-02, 'S1z':-1.2976973121023954e-02, 'S2x':-7.0392189092705181e-03, 'S2y':1.8390634150987288e-05, 'S2z':6.7461683375494687e-03,'Hreal':9.9204751418955828e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2839095516638631e+01, 'y':1.2711833170356166e+00, 'z':2.5947992442493523e-01, 'p1':-2.9681490736440240e-02, 'p2':-3.1490287994671640e-01, 'p3':-6.7576349500897996e-03, 'S1x':-1.6226759264355679e-03, 'S1y':1.0272073152518069e-02, 'S1z':-1.2976696259418760e-02, 'S2x':-7.0401300857677457e-03, 'S2y':-2.3589493986127076e-05, 'S2z':6.7452012733375246e-03,'Hreal':9.9204517115004587e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2886276554195030e+01, 'y':5.6106854736238365e-01, 'z':2.4427827612612502e-01, 'p1':-1.2269640725478821e-02, 'p2':-3.1611114792884354e-01, 'p3':-7.0830212900030347e-03, 'S1x':-1.6513574184630123e-03, 'S1y':1.0267805485569253e-02, 'S1z':-1.2976455564179498e-02, 'S2x':-7.0407391449101055e-03, 'S2y':-5.9975090484881294e-05, 'S2z':6.7443401151214728e-03,'Hreal':9.9204313950953804e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2894210589332639e+01, 'y':-1.5065376560083887e-01, 'z':2.2839810770897964e-01, 'p1':5.1933780275236589e-03, 'p2':-3.1635733216376383e-01, 'p3':-7.3881161976621836e-03, 'S1x':-1.6800328544723548e-03, 'S1y':1.0263459856756186e-02, 'S1z':-1.2976212513625334e-02, 'S2x':-7.0411799717045951e-03, 'S2y':-9.6399403256174909e-05, 'S2z':6.7434575751386507e-03,'Hreal':9.9204110498500486e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2862845533207961e+01, 'y':-8.6181561637451010e-01, 'z':2.1188507883267438e-01, 'p1':2.2654406799078833e-02, 'p2':-3.1563909160744924e-01, 'p3':-7.6720330306083466e-03, 'S1x':-1.7087028084856583e-03, 'S1y':1.0259037803421165e-02, 'S1z':-1.2975965778405962e-02, 'S2x':-7.0414510469510158e-03, 'S2y':-1.3286357464636678e-04, 'S2z':6.7425546145725452e-03,'Hreal':9.9203906756938887e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2789968565668540e+01, 'y':-1.5880153707799527e+00, 'z':1.9434942502353866e-01, 'p1':4.0496862463145211e-02, 'p2':-3.1390230165634220e-01, 'p3':-7.9402430221029198e-03, 'S1x':-1.7380891163690715e-03, 'S1y':1.0254426681964815e-02, 'S1z':-1.2975707667402024e-02, 'S2x':-7.0415509191994134e-03, 'S2y':-1.7028752276115314e-04, 'S2z':6.7416089413784054e-03,'Hreal':9.9203697588937501e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2667596522802816e+01, 'y':-2.3538243907811238e+00, 'z':1.7510378321907866e-01, 'p1':5.9326014279746306e-02, 'p2':-3.1095159001993949e-01, 'p3':-8.1989486001217051e-03, 'S1x':-1.7693066746859258e-03, 'S1y':1.0249442796240332e-02, 'S1z':-1.2975426238841212e-02, 'S2x':-7.0414572481125974e-03, 'S2y':-2.1009722681083681e-04, 'S2z':6.7405836012050880e-03,'Hreal':9.9203475020926957e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2488373778205066e+01, 'y':-3.1537649022289349e+00, 'z':1.5414573547329807e-01, 'p1':7.9009443349502620e-02, 'p2':-3.0660442164854929e-01, 'p3':-8.4419997058442445e-03, 'S1x':-1.8022979642959233e-03, 'S1y':1.0244081976996363e-02, 'S1z':-1.2975119125409282e-02, 'S2x':-7.0411315258361385e-03, 'S2y':-2.5222793533024045e-04, 'S2z':6.7394789272645431e-03,'Hreal':9.9203239407498456e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.2245930086562339e+01, 'y':-3.9792207021385297e+00, 'z':1.3155827998202632e-01, 'p1':9.9337273775021218e-02, 'p2':-3.0070186025001788e-01, 'p3':-8.6624554837464434e-03, 'S1x':-1.8369150056603877e-03, 'S1y':1.0238355390257121e-02, 'S1z':-1.2974784467837855e-02, 'S2x':-7.0405354578053202e-03, 'S2y':-2.9649823581876726e-04, 'S2z':6.7382993084341963e-03,'Hreal':9.9202991755478909e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1934753720816076e+01, 'y':-4.8212224925314251e+00, 'z':1.0744503876829573e-01, 'p1':1.2009052062289696e-01, 'p2':-2.9310568662256536e-01, 'p3':-8.8536893442248930e-03, 'S1x':-1.8730301271523879e-03, 'S1y':1.0232272085603646e-02, 'S1z':-1.2974420061452099e-02, 'S2x':-7.0396314676636597e-03, 'S2y':-3.4275075533420795e-04, 'S2z':6.7370497271185097e-03,'Hreal':9.9202732936179461e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1549907287243959e+01, 'y':-5.6711523451260542e+00, 'z':8.1909629047125579e-02, 'p1':1.4105841759832352e-01, 'p2':-2.8369148687194728e-01, 'p3':-9.0095314903279079e-03, 'S1x':-1.9105652824257166e-03, 'S1y':1.0225833614460724e-02, 'S1z':-1.2974023162187804e-02, 'S2x':-7.0383812811939074e-03, 'S2y':-3.9088955918703831e-04, 'S2z':6.7357347483023152e-03,'Hreal':9.9202463474777680e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1086946054137590e+01, 'y':-6.5204229051920697e+00, 'z':5.5061405152662730e-02, 'p1':1.6203051997446832e-01, 'p2':-2.7234663489062100e-01, 'p3':-9.1240857276948199e-03, 'S1x':-1.9494806662909447e-03, 'S1y':1.0219035189243140e-02, 'S1z':-1.2973590665454582e-02, 'S2x':-7.0367447387163582e-03, 'S2y':-4.4086559199862116e-04, 'S2z':6.7343588646817882e-03,'Hreal':9.9202183629623886e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.0541875290323150e+01, 'y':-7.3602373148364864e+00, 'z':2.7019997599485451e-02, 'p1':1.8279077031002650e-01, 'p2':-2.5896923594701154e-01, 'p3':-9.1916009089068520e-03, 'S1x':-1.9897674955475183e-03, 'S1y':1.0211866224619687e-02, 'S1z':-1.2973119260459324e-02, 'S2x':-7.0346787339905974e-03, 'S2y':-4.9266736146260412e-04, 'S2z':6.7329267251921305e-03,'Hreal':9.9201893442606381e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.9109947734291506e+00, 'y':-8.1815674575509725e+00, 'z':-2.0870087071271602e-03, 'p1':2.0311694256184412e-01, 'p2':-2.4346429692265054e-01, 'p3':-9.2063749037850934e-03, 'S1x':-2.0314526079948363e-03, 'S1y':1.0204308780964337e-02, 'S1z':-1.2972605460204534e-02, 'S2x':-7.0321355977957687e-03, 'S2y':-5.4632675924981685e-04, 'S2z':6.7314429591716430e-03,'Hreal':9.9201592704090091e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-9.1907581421679012e+00, 'y':-8.9750081802462400e+00, 'z':-3.2123466832758060e-02, 'p1':2.2277701933747518e-01, 'p2':-2.2574023623090500e-01, 'p3':-9.1626137042739135e-03, 'S1x':-2.0746009779305844e-03, 'S1y':1.0196336218944210e-02, 'S1z':-1.2972045648797522e-02, 'S2x':-7.0290611923265415e-03, 'S2y':-6.0192219044391190e-04, 'S2z':6.7299120898661651e-03,'Hreal':9.9201280932445313e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-8.4066653473660491e+00, 'y':-9.7057616066566919e+00, 'z':-6.1890066960792779e-02, 'p1':2.4090804376181812e-01, 'p2':-2.0642113873361567e-01, 'p3':-9.0590446796042119e-03, 'S1x':-2.1177810537477849e-03, 'S1y':1.0188204047652508e-02, 'S1z':-1.2971457570897797e-02, 'S2x':-7.0255269765770994e-03, 'S2y':-6.5759900867525748e-04, 'S2z':6.7283922709090440e-03,'Hreal':9.9200968484073471e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.5641158169403138e+00, 'y':-1.0368662669599777e+01, 'z':-9.1191874991857769e-02, 'p1':2.5737962128072778e-01, 'p2':-1.8563779948803172e-01, 'p3':-8.8962984935693976e-03, 'S1x':-2.1609979451791841e-03, 'S1y':1.0179908816600622e-02, 'S1z':-1.2970842462553938e-02, 'S2x':-7.0215246761985341e-03, 'S2y':-7.1335019905964091e-04, 'S2z':6.7268901448583928e-03,'Hreal':9.9200655356307288e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-6.6689301611594916e+00, 'y':-1.0959007722397413e+01, 'z':-1.1983686639379471e-01, 'p1':2.7207245148805947e-01, 'p2':-1.6353174666476311e-01, 'p3':-8.6753967744693863e-03, 'S1x':-2.2042562336644757e-03, 'S1y':1.0171446188233435e-02, 'S1z':-1.2970202262028632e-02, 'S2x':-7.0170467414841925e-03, 'S2y':-7.6916766027392350e-04, 'S2z':6.7254118419673445e-03,'Hreal':9.9200341546348603e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-5.7273110421595410e+00, 'y':-1.1472589140974323e+01, 'z':-1.4763720109049494e-01, 'p1':2.8487921979633757e-01, 'p2':-1.4025430687458967e-01, 'p3':-8.3977467655794794e-03, 'S1x':-2.2475598334015575e-03, 'S1y':1.0162811032953797e-02, 'S1z':-1.2969539564896172e-02, 'S2x':-7.0120865110672066e-03, 'S2y':-8.2504232429383290e-04, 'S2z':6.7239628367649256e-03,'Hreal':9.9200027051457806e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-4.8707844518364354e+00, 'y':-1.1855956878980258e+01, 'z':-1.7111694672148489e-01, 'p1':2.9445987008124208e-01, 'p2':-1.1905984017636576e-01, 'p3':-8.1097677832762186e-03, 'S1x':-2.2854751281503284e-03, 'S1y':1.0155112267555949e-02, 'S1z':-1.2968943985289215e-02, 'S2x':-7.0073481700027489e-03, 'S2y':-8.7395247380693075e-04, 'S2z':6.7227231836215510e-03,'Hreal':9.9199751413704473e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.9883012590155289e+00, 'y':-1.2175659676565983e+01, 'z':-1.9369294697998685e-01, 'p1':3.0247035282162033e-01, 'p2':-9.7203634058269123e-02, 'p3':-7.7811603459991994e-03, 'S1x':-2.3234290237712472e-03, 'S1y':1.0147272850022733e-02, 'S1z':-1.2968336096056850e-02, 'S2x':-7.0022334858184081e-03, 'S2y':-9.2289179269906298e-04, 'S2z':6.7215121256100543e-03,'Hreal':9.9199475247903568e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-3.0845755310321352e+00, 'y':-1.2429919492105380e+01, 'z':-2.1525178018038965e-01, 'p1':3.0886413364878729e-01, 'p2':-7.4801640666483010e-02, 'p3':-7.4135579635259156e-03, 'S1x':-2.3614224890088431e-03, 'S1y':1.0139288305702590e-02, 'S1z':-1.2967718623714094e-02, 'S2x':-6.9967401242136606e-03, 'S2y':-9.7185295413200685e-04, 'S2z':6.7203316715314194e-03,'Hreal':9.9199198552057655e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-2.2751731436141123e+00, 'y':-1.2598458075611275e+01, 'z':-2.3330444667425515e-01, 'p1':3.1312467894734819e-01, 'p2':-5.4721347786808844e-02, 'p3':-7.0590861484101531e-03, 'S1x':-2.3949058813890530e-03, 'S1y':1.0132134711255901e-02, 'S1z':-1.2967169384018000e-02, 'S2x':-6.9915889012664286e-03, 'S2y':-1.0149716020847767e-03, 'S2z':6.7193188336506426e-03,'Hreal':9.9198954502455405e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.4564197389177851e+00, 'y':-1.2714408004353288e+01, 'z':-2.5041427267651839e-01, 'p1':3.1608215947350365e-01, 'p2':-3.4393571498904263e-02, 'p3':-6.6771819785687902e-03, 'S1x':-2.4284201036532003e-03, 'S1y':1.0124861811390610e-02, 'S1z':-1.2966617096296403e-02, 'S2x':-6.9861423214166336e-03, 'S2y':-1.0580961619873542e-03, 'S2z':6.7183313614676233e-03,'Hreal':9.9198710039160454e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-7.3499276959342830e-01, 'y':-1.2772305229437114e+01, 'z':-2.6455998432622313e-01, 'p1':3.1758920799869911e-01, 'p2':-1.6469416247444045e-02, 'p3':-6.3216638932908570e-03, 'S1x':-2.4577710802334888e-03, 'S1y':1.0118397372162311e-02, 'S1z':-1.2966133030234179e-02, 'S2x':-6.9811339719423066e-03, 'S2y':-1.0958323817343136e-03, 'S2z':6.7174882331497657e-03,'Hreal':9.9198495785059937e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':-1.1323357555361624e-02, 'y':-1.2789312124930893e+01, 'z':-2.7789049265607613e-01, 'p1':3.1808044495427401e-01, 'p2':1.5224125609211783e-03, 'p3':-5.9473386358733105e-03, 'S1x':-2.4871446953480952e-03, 'S1y':1.0111836985470050e-02, 'S1z':-1.2965649766410424e-02, 'S2x':-6.9758995764078163e-03, 'S2y':-1.1335657095294727e-03, 'S2z':6.7166645135522405e-03,'Hreal':9.9198281212248163e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':7.1227168300464638e-01, 'y':-1.2765343660234416e+01, 'z':-2.9036605255859366e-01, 'p1':3.1755254063702371e-01, 'p2':1.9524370397940447e-02, 'p3':-5.5553259137040836e-03, 'S1x':-2.5165401546112468e-03, 'S1y':1.0105178569090172e-02, 'S1z':-1.2965168782494138e-02, 'S2x':-6.9704396043079779e-03, 'S2y':-1.1712927637310105e-03, 'S2z':6.7158598325066108e-03,'Hreal':9.9198066319748346e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':1.4334719702556309e+00, 'y':-1.2700446044135569e+01, 'z':-3.0194948762566465e-01, 'p1':3.1600542496902034e-01, 'p2':3.7478729172070686e-02, 'p3':-5.1468005057672701e-03, 'S1x':-2.5459564544657916e-03, 'S1y':1.0098420112442033e-02, 'S1z':-1.2964691542266427e-02, 'S2x':-6.9647547798742564e-03, 'S2y':-1.2090102519150231e-03, 'S2z':6.7150735939766337e-03,'Hreal':9.9197851106612023e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.1874166858930342e+00, 'y':-1.2588127209736127e+01, 'z':-3.1313977342066190e-01, 'p1':3.1327971178474945e-01, 'p2':5.6261181710474457e-02, 'p3':-4.7003318850451555e-03, 'S1x':-2.5769388654495891e-03, 'S1y':1.0091196541112211e-02, 'S1z':-1.2964194856368683e-02, 'S2x':-6.9585295820724629e-03, 'S2y':-1.2486948175053842e-03, 'S2z':6.7142650836620249e-03,'Hreal':9.9197624243306659e-01}
{'m1':2.0000000000000000e+01, 'm2':1.0000000000000000e+01, 'tortoise':1, 'x':2.9757808682565834e+00, 'y':-1.2420712582302112e+01, 'z':-3.2381243055312608e-01, 'p1':3.0918303803960495e-01, 'p2':7.5915453176656267e-02, 'p3':-4.2115939144673140e-03, 'S1x':-2.6097130819900151e-03, 'S1y':1.0083435169650752e-02, 'S1z':-1.2963677820381240e-02, 'S2x':-6.9516806313707491e-03, 'S2y':-1.2906272248187731e-03, 'S2z':6.7134302760576631e-03,'Hreal':9.9197384031110225e-01}
